AQI,PM2.5,PM10,SO2,NO2,O3,CO,
116,88,100,12,71,40,1.23,
125,95,108,11,74,32,1.17,
138,105,120,10,77,24,1.14,
149,114,131,11,79,18,1.13,
160,122,141,9,72,17,1.14,
159,121,144,8,65,15,1.14,
154,118,144,8,53,25,1.09,
148,113,139,8,46,29,1.03,
140,107,123,8,47,27,1,
138,105,115,8,47,28,0.94,
131,100,111,8,48,24,0.94,
130,99,106,7,47,25,0.91,
128,97,106,7,51,19,0.94,
129,98,107,7,57,12,1.02,
130,99,106,8,50,21,1.01,
128,97,107,9,46,31,0.99,
124,94,111,9,43,41,0.98,
123,93,107,9,41,49,1,
120,91,99,9,38,57,0.96,
121,92,102,9,38,65,0.94,
121,92,103,9,41,68,1.01,
121,92,103,9,42,69,1.06,
123,93,105,8,45,64,1.06,
123,93,104,8,44,59,1.1,
131,100,108,9,47,52,1.23,
156,119,120,10,47,46,1.3,
170,129,138,10,47,42,1.37,
181,137,150,10,50,37,1.5,
189,142,159,11,46,40,1.56,
186,140,159,12,43,39,1.56,
179,135,156,11,45,32,1.49,
169,128,152,10,42,31,1.38,
149,114,145,9,35,35,1.16,
135,103,129,8,32,36,1.02,
133,101,114,8,37,29,1,
134,102,113,8,40,23,1.02,
139,106,120,8,44,20,1.03,
141,108,121,8,46,19,1.08,
145,111,123,8,48,20,1.1,
143,109,126,9,49,24,1.11,
144,110,129,10,48,34,1.2,
146,112,126,10,48,44,1.3,
156,119,132,10,50,45,1.29,
164,125,140,10,55,45,1.24,
163,124,142,9,54,47,1.19,
163,124,145,9,56,47,1.16,
167,127,150,9,61,43,1.16,
173,131,151,9,68,34,1.21,
179,135,160,8,82,16,1.31,
179,135,169,9,81,13,1.37,
176,133,172,8,75,12,1.32,
171,130,170,8,74,10,1.3,
170,129,165,8,75,10,1.24,
173,131,160,8,74,12,1.17,
173,131,161,8,66,22,1.1,
174,132,159,8,51,44,1.02,
163,124,150,8,42,53,0.99,
149,114,140,8,35,58,0.91,
140,107,128,7,32,58,0.84,
126,96,115,7,39,48,0.85,
119,90,105,7,39,43,0.89,
113,85,99,7,37,43,0.9,
109,82,102,8,32,49,0.94,
105,79,99,8,26,58,0.89,
94,70,88,8,24,65,0.91,
91,68,79,7,27,70,0.97,
96,72,74,7,27,76,1.01,
95,71,77,7,29,77,1.06,
93,69,82,7,29,77,0.93,
88,65,80,7,31,69,0.94,
80,59,79,7,31,63,0.94,
69,50,72,7,32,54,0.97,
61,44,59,7,37,42,0.98,
63,45,54,7,40,31,0.99,
63,45,57,7,41,24,0.94,
60,43,58,6,40,21,0.96,
63,45,56,7,41,17,0.94,
61,44,56,7,37,19,0.92,
61,44,55,7,32,22,0.84,
58,41,51,7,28,24,0.89,
59,42,49,7,29,23,0.93,
58,41,47,7,26,25,0.89,
56,40,47,7,26,25,0.86,
51,36,44,7,27,25,0.81,
47,33,44,7,29,23,0.82,
49,34,41,6,31,22,0.78,
39,27,39,6,34,19,0.83,
36,25,34,6,31,21,0.84,
40,28,35,7,30,22,0.83,
41,29,35,7,28,25,0.94,
41,29,38,7,27,30,0.91,
40,28,36,7,27,32,0.91,
40,28,34,7,28,34,0.88,
43,30,36,6,31,30,0.88,
53,37,40,7,33,29,0.84,
65,47,47,6,33,28,0.84,
74,54,57,6,32,31,0.88,
75,55,67,6,30,39,0.87,
69,50,66,6,28,43,0.8,
64,46,60,6,25,46,0.8,
61,44,58,6,23,50,0.76,
60,43,52,6,22,55,0.78,
61,44,51,6,21,59,0.76,
64,46,51,6,20,62,0.78,
65,47,50,6,19,63,0.81,
63,45,49,6,19,63,0.82,
61,44,47,6,20,62,0.8,
68,49,49,6,24,55,0.84,
70,51,52,6,28,46,0.9,
73,53,55,6,31,39,0.93,
61,44,56,6,32,37,0.9,
48,33,48,6,29,36,0.86,
39,27,37,6,30,33,0.84,
34,24,32,6,27,34,0.77,
27,19,27,6,25,35,0.72,
27,19,19,6,25,38,0.7,
21,15,15,6,24,41,0.67,
23,16,19,6,27,43,0.66,
23,16,19,6,27,47,0.65,
27,19,17,6,25,52,0.64,
27,19,21,6,23,54,0.63,
26,18,19,6,21,57,0.6,
27,19,21,6,26,53,0.61,
26,18,24,6,25,52,0.6,
30,21,22,6,25,50,0.63,
30,21,20,6,23,52,0.62,
33,23,21,6,20,55,0.61,
31,22,21,6,20,57,0.62,
29,20,19,6,21,56,0.6,
27,19,16,6,20,58,0.62,
30,21,17,6,20,53,0.63,
34,24,19,6,21,50,0.66,
33,23,22,6,26,43,0.7,
39,27,27,6,27,39,0.74,
40,28,30,6,28,36,0.78,
43,30,30,6,28,37,0.82,
44,31,34,6,31,35,0.83,
49,34,36,6,31,35,0.98,
50,35,37,7,33,34,0.93,
51,36,39,7,36,31,0.88,
50,35,40,7,36,28,0.84,
59,42,42,7,39,23,0.89,
61,44,45,7,46,15,0.94,
61,44,47,7,47,12,0.99,
56,40,47,7,49,13,0.97,
56,40,44,7,49,13,0.97,
54,38,43,7,50,12,1.03,
51,36,41,7,51,12,1.04,
47,33,38,7,47,15,0.98,
43,30,35,7,43,19,0.96,
41,29,30,7,40,19,0.94,
39,27,27,7,41,17,0.91,
39,27,27,7,34,19,0.82,
39,27,28,7,27,24,0.76,
41,29,28,6,24,27,0.68,
41,29,29,6,27,21,0.74,
43,30,31,6,31,17,0.83,
40,28,32,7,31,17,0.86,
46,32,36,7,32,18,0.87,
47,33,38,7,32,21,0.86,
50,35,36,7,35,22,0.97,
47,33,35,7,37,21,0.96,
46,32,37,7,40,20,0.96,
43,30,37,7,42,20,0.97,
39,27,34,7,43,21,0.91,
36,25,33,7,48,19,0.91,
39,27,33,7,47,18,0.91,
40,28,34,7,44,17,0.94,
39,27,36,7,46,13,1.04,
37,26,36,7,45,12,0.98,
34,24,33,7,39,13,0.84,
39,27,32,6,37,12,0.82,
49,34,34,6,30,15,0.74,
46,32,35,6,28,17,0.73,
44,31,36,6,28,17,0.73,
34,24,34,6,28,18,0.73,
25,16,25,6,26,21,0.74,
19,13,16,6,26,20,0.77,
17,12,13,6,27,22,0.78,
14,10,14,6,27,23,0.8,
15,10,12,6,29,23,0.81,
17,8,11,6,34,20,0.82,
17,7,12,6,34,22,0.81,
15,7,12,6,30,24,0.79,
14,7,10,6,28,25,0.78,
13,7,9,6,25,28,0.7,
13,6,8,6,26,28,0.63,
14,5,8,6,28,29,0.62,
15,6,9,6,30,30,0.63,
14,7,10,6,28,33,0.63,
14,10,14,6,26,34,0.63,
16,11,15,6,25,34,0.64,
16,11,15,6,27,34,0.64,
16,11,14,6,24,39,0.67,
15,8,12,6,22,47,0.71,
17,6,9,6,19,53,0.77,
18,6,7,6,18,56,0.81,
19,7,9,6,17,62,0.74,
15,9,11,6,18,49,0.83,
19,13,8,6,21,35,0.99,
24,17,12,6,22,32,1.01,
19,13,17,6,23,31,1.01,
16,11,15,6,24,31,1.01,
14,10,13,6,25,32,0.97,
14,10,14,6,26,31,0.98,
14,10,14,6,27,33,1.03,
14,10,14,6,28,38,1.06,
17,12,15,6,27,39,1.08,
24,17,16,6,26,30,1.16,
27,19,16,6,25,30,1.04,
31,22,18,6,24,34,0.91,
40,28,22,6,23,36,0.88,
43,30,28,6,24,39,0.86,
47,33,31,6,23,41,0.82,
53,37,33,6,22,43,0.79,
55,39,36,6,21,44,0.72,
55,39,38,6,20,46,0.68,
55,39,39,6,19,49,0.64,
54,38,39,6,17,51,0.61,
55,39,39,6,16,54,0.59,
55,39,41,6,15,60,0.59,
53,37,41,6,14,65,0.56,
49,34,39,6,15,64,0.56,
47,33,38,6,15,63,0.58,
49,34,39,6,16,61,0.56,
49,34,39,7,17,59,0.59,
53,37,39,7,20,55,0.6,
51,36,40,7,26,45,0.63,
58,41,44,7,28,43,0.69,
60,43,46,9,24,52,0.7,
59,42,46,10,20,77,0.72,
55,39,44,9,18,89,0.66,
47,33,39,8,17,95,0.62,
49,34,36,8,18,96,0.61,
53,37,37,8,19,94,0.62,
53,37,38,8,22,88,0.63,
56,40,41,8,27,82,0.64,
63,45,45,7,35,70,0.68,
63,45,49,7,45,55,0.72,
58,41,52,7,36,64,0.6,
51,36,49,8,35,63,0.67,
55,39,44,7,35,60,0.66,
58,41,48,7,31,63,0.66,
58,41,48,7,33,61,0.64,
64,46,47,7,33,58,0.67,
70,51,49,8,33,56,0.72,
75,55,52,7,36,49,0.69,
79,58,55,7,36,44,0.7,
79,58,59,7,38,39,0.72,
81,60,63,7,41,33,0.73,
81,60,64,7,46,30,0.8,
80,59,64,9,38,41,0.96,
83,61,65,12,35,50,1.28,
88,65,65,14,36,54,1.41,
95,71,70,13,34,62,1.33,
94,70,73,10,29,77,0.93,
86,64,68,9,30,83,0.88,
85,63,66,9,31,88,0.9,
86,64,67,9,36,87,0.96,
93,69,67,9,38,85,1.01,
94,70,70,9,43,78,1.07,
94,70,74,8,52,65,1.19,
104,78,78,9,66,48,1.39,
114,86,89,9,66,44,1.3,
109,82,96,8,67,38,1.16,
94,70,90,15,54,39,1.27,
96,72,90,19,48,46,1.13,
91,68,86,25,44,54,1.1,
85,63,81,15,41,62,1.09,
83,61,78,14,39,68,1.07,
74,54,71,13,35,73,0.94,
68,49,60,11,39,71,0.98,
69,50,58,10,43,63,0.99,
70,51,60,10,52,54,1.02,
74,54,60,10,59,48,1.06,
78,57,63,10,66,39,1.06,
84,62,67,10,65,37,1.08,
86,64,74,10,70,30,1.12,
90,67,77,10,77,22,1.2,
96,72,82,10,79,17,1.16,
100,75,88,11,78,17,1.17,
99,74,87,10,78,15,1.16,
99,74,86,10,80,9,1.16,
98,73,87,9,79,8,1.19,
100,75,91,10,77,8,1.18,
99,74,90,10,75,9,1.19,
110,83,91,9,75,7,1.14,
104,78,91,9,74,6,1.21,
106,80,94,10,76,6,1.34,
109,82,100,11,74,10,1.3,
110,83,103,14,66,19,1.27,
108,81,101,23,56,32,1.38,
108,81,101,22,45,48,1.26,
96,72,99,16,37,59,1.06,
85,63,86,14,32,67,1.04,
80,59,75,13,31,71,0.97,
76,56,71,11,32,72,0.89,
69,50,67,11,40,62,0.93,
76,56,65,11,47,54,1.07,
85,63,72,13,54,43,1.23,
101,76,87,15,64,28,1.39,
109,82,100,18,71,19,1.47,
113,85,108,17,73,14,1.47,
113,85,111,15,75,10,1.51,
114,86,110,15,76,8,1.61,
114,86,111,15,75,8,1.72,
115,87,114,15,73,7,1.73,
113,85,113,16,70,8,1.72,
106,80,110,15,68,8,1.7,
100,75,104,14,68,7,1.46,
93,69,99,13,64,9,1.37,
91,68,91,12,64,10,1.33,
89,66,88,11,67,8,1.29,
86,64,87,11,65,9,1.27,
88,65,93,10,66,11,1.14,
93,69,98,9,59,19,1.07,
91,68,96,8,49,29,1.03,
84,62,88,7,53,24,1.08,
75,55,80,7,45,32,1.04,
66,48,66,7,39,39,1.01,
76,56,60,7,42,34,1.03,
85,63,68,7,53,22,1.12,
96,72,76,7,63,13,1.19,
108,81,90,7,67,9,1.24,
115,87,103,7,68,7,1.31,
118,89,109,7,70,7,1.32,
120,91,114,8,71,7,1.41,
121,92,118,8,71,7,1.41,
123,93,122,8,71,7,1.32,
118,89,120,8,70,7,1.24,
120,91,119,8,71,8,1.11,
123,93,115,8,68,12,1,
120,91,111,8,59,20,0.99,
106,80,110,8,42,39,0.87,
79,58,98,9,35,50,0.76,
69,50,84,8,38,48,0.7,
81,60,86,9,36,55,0.74,
84,62,96,9,33,62,0.8,
90,67,107,9,28,75,0.83,
90,67,114,10,26,86,0.86,
90,67,113,10,25,101,0.8,
85,63,107,10,25,113,0.8,
81,60,101,9,23,124,0.77,
79,58,101,9,25,129,0.69,
75,55,96,9,26,130,0.66,
75,55,91,9,30,124,0.66,
79,58,90,8,51,95,0.74,
84,62,95,8,78,59,0.84,
90,67,101,9,84,50,0.82,
88,65,107,9,71,54,0.73,
83,61,109,9,61,62,0.7,
79,58,101,10,63,55,0.74,
78,57,95,9,67,48,0.74,
81,60,93,9,78,37,0.76,
79,58,93,8,73,38,0.73,
79,58,89,9,71,37,0.8,
80,59,87,9,67,41,0.83,
79,58,89,9,68,35,0.83,
78,57,91,9,72,34,0.79,
79,58,93,8,68,40,0.83,
80,59,93,10,55,56,0.87,
81,60,94,13,49,66,1.02,
89,66,97,14,41,81,1.29,
93,69,105,13,33,99,0.84,
67,46,84,10,23,120,0.81,
63,45,74,10,23,128,0.76,
61,44,66,12,25,130,0.83,
58,41,65,11,26,127,0.77,
61,44,65,10,34,117,0.72,
69,50,68,10,58,88,0.76,
81,60,76,9,89,48,0.96,
86,64,87,9,70,63,0.8,
69,49,88,10,56,72,0.74,
66,47,81,10,51,71,0.77,
66,48,74,10,52,62,0.77,
64,46,71,9,52,61,0.7,
64,46,72,9,41,74,0.63,
58,41,64,9,40,74,0.63,
59,42,61,9,34,80,0.58,
65,47,62,9,41,71,0.68,
69,50,63,10,44,68,0.74,
73,53,67,11,42,73,0.73,
74,54,72,10,45,73,0.7,
76,56,75,10,43,75,0.72,
79,58,76,10,42,76,0.67,
76,56,78,10,39,79,0.7,
79,58,80,11,36,96,0.74,
80,59,77,11,36,92,0.79,
79,58,76,10,38,86,0.7,
75,55,78,10,40,66,0.71,
71,52,80,9,39,59,0.7,
64,46,78,9,35,61,0.64,
60,41,69,10,35,61,0.72,
55,39,58,10,35,59,0.75,
54,38,58,10,34,57,0.71,
51,32,51,8,31,56,0.6,
46,30,46,8,30,55,0.57,
43,29,43,8,29,54,0.56,
44,31,44,8,31,49,0.57,
42,27,42,8,30,48,0.57,
43,30,41,8,32,46,0.51,
42,29,42,8,38,39,0.58,
44,28,44,7,41,35,0.57,
46,29,46,7,41,34,0.59,
45,31,45,7,40,30,0.59,
47,33,43,6,36,35,0.58,
53,37,40,6,32,40,0.55,
55,39,37,7,34,44,0.59,
54,38,38,7,34,48,0.61,
53,37,41,7,34,51,0.59,
54,38,37,7,38,47,0.62,
56,40,35,8,45,40,0.71,
65,47,43,8,55,31,0.96,
70,51,57,9,63,19,1.01,
78,57,56,8,68,13,1.11,
80,59,64,8,68,11,1.08,
78,57,66,8,70,9,0.97,
75,55,64,8,70,8,0.94,
75,55,67,7,68,7,0.91,
74,54,68,8,68,8,0.87,
74,54,65,8,67,8,0.79,
71,52,63,8,61,11,0.73,
70,51,61,8,61,10,0.7,
69,50,61,8,56,16,0.69,
68,49,59,8,48,21,0.68,
68,49,59,7,48,18,0.64,
71,52,58,6,47,17,0.63,
69,50,57,7,45,17,0.66,
68,49,56,6,41,21,0.66,
68,49,53,6,39,29,0.61,
65,47,50,6,35,32,0.68,
64,46,41,6,36,33,0.68,
74,54,48,6,40,33,0.74,
75,55,48,6,42,30,0.77,
71,52,49,6,48,28,0.74,
64,46,49,6,45,30,0.69,
65,47,45,6,49,28,0.68,
64,46,47,6,48,29,0.62,
61,44,50,6,41,37,0.56,
54,38,44,6,34,43,0.51,
51,36,40,6,35,39,0.52,
51,36,33,6,35,37,0.52,
51,36,37,6,34,34,0.5,
58,41,36,6,36,29,0.51,
61,44,44,6,39,23,0.53,
65,47,47,6,43,18,0.54,
66,48,47,6,44,15,0.54,
68,49,49,6,44,13,0.56,
66,48,52,7,47,11,0.57,
68,49,52,7,41,17,0.62,
73,53,55,7,36,23,0.62,
75,55,58,7,31,34,0.67,
71,52,57,7,27,50,0.62,
68,49,58,7,25,64,0.6,
64,46,52,7,22,76,0.59,
59,42,50,7,20,83,0.51,
55,39,46,6,20,88,0.51,
54,38,42,7,21,87,0.54,
49,34,37,7,23,84,0.54,
47,33,42,7,32,71,0.6,
47,33,40,8,39,58,0.62,
49,34,44,7,46,48,0.59,
49,34,44,7,51,37,0.63,
50,35,47,8,46,38,0.68,
42,28,42,7,36,44,0.69,
39,27,37,7,37,38,0.66,
43,30,35,7,40,32,0.64,
44,31,38,8,42,28,0.7,
43,30,34,7,43,27,0.64,
41,29,34,7,43,26,0.64,
43,30,35,7,41,28,0.6,
46,32,35,7,39,32,0.62,
49,34,35,7,41,33,0.59,
49,34,36,7,47,31,0.62,
49,34,39,8,42,41,0.66,
51,36,41,9,40,49,0.66,
53,37,43,10,36,59,0.79,
53,37,44,11,29,74,0.84,
59,42,41,11,26,89,0.84,
60,43,49,11,26,100,0.88,
64,46,50,9,25,107,0.77,
73,53,52,8,24,112,0.68,
81,60,60,7,24,109,0.6,
88,65,68,7,29,103,0.62,
95,71,76,7,35,93,0.64,
105,79,82,7,50,70,0.7,
114,86,89,7,58,57,0.71,
118,89,98,7,43,64,0.76,
130,99,103,8,41,67,0.82,
131,100,108,7,32,76,0.73,
130,99,110,8,35,68,0.84,
135,103,109,9,44,55,1.08,
135,103,108,8,52,41,0.98,
135,103,110,9,56,34,1.06,
135,103,112,9,57,29,1.18,
135,103,114,10,56,29,1.14,
136,104,115,10,59,25,1,
130,99,115,11,56,30,0.93,
118,89,113,13,46,47,0.9,
99,74,105,14,38,63,0.87,
79,58,88,12,34,75,0.7,
69,50,73,11,30,85,0.66,
64,46,64,11,28,94,0.71,
61,44,60,11,28,102,0.77,
58,41,57,11,27,110,0.7,
52,36,54,10,25,113,0.6,
49,33,49,10,27,112,0.61,
47,33,47,10,30,107,0.56,
47,33,46,10,38,91,0.62,
49,34,48,10,69,55,0.77,
55,39,54,11,88,33,0.92,
58,41,63,12,93,28,0.97,
59,40,67,13,84,28,0.83,
58,39,65,16,67,40,0.7,
55,35,60,15,62,42,0.66,
53,36,56,14,53,49,0.68,
52,32,53,12,54,44,0.69,
48,31,48,11,47,50,0.67,
45,31,45,11,46,52,0.69,
46,32,44,11,53,43,0.82,
49,34,45,13,63,31,0.99,
55,39,50,16,68,28,1.17,
58,41,57,17,54,46,1.1,
56,40,60,15,43,63,0.91,
55,39,58,14,38,76,0.77,
54,38,49,12,31,92,0.69,
53,37,51,11,29,102,0.64,
53,37,48,10,27,110,0.62,
54,38,47,10,27,116,0.62,
54,38,48,10,27,117,0.6,
51,36,48,10,32,111,0.62,
54,38,49,10,59,76,0.71,
64,46,52,10,91,39,0.91,
74,54,68,12,99,30,0.97,
76,56,83,13,103,25,0.98,
78,57,86,15,101,26,1.06,
76,56,83,13,101,19,1.07,
78,57,79,13,101,19,1.04,
79,58,76,12,100,13,1.08,
76,56,76,12,99,9,1.1,
79,58,79,14,101,7,1.1,
76,56,83,14,101,6,1.06,
81,60,85,16,96,6,1.11,
84,62,89,17,94,6,1.14,
84,62,91,19,93,8,1.21,
85,63,91,20,90,10,1.33,
88,65,96,22,87,17,1.32,
88,65,101,22,83,24,1.26,
86,64,99,19,77,36,1.16,
84,62,94,18,79,38,1.11,
85,63,89,17,72,48,1.01,
85,63,88,17,74,50,1,
86,64,88,16,72,55,0.93,
86,64,86,15,75,51,0.89,
88,65,87,13,73,49,0.87,
90,67,89,12,76,43,0.9,
96,72,91,12,92,23,0.96,
100,75,98,11,99,14,1.04,
105,79,107,10,103,9,1.21,
106,80,116,10,102,7,1.2,
109,82,122,9,100,6,1.2,2023.3.1
110,83,119,9,98,5,1.14,
113,85,115,9,94,6,1.11,
115,87,113,10,88,8,1.09,
120,91,118,10,84,7,1.06,
124,94,123,10,82,7,1.06,
133,101,120,11,81,6,1.04,
134,102,119,11,81,5,1.06,
136,104,125,11,77,6,1.13,
139,106,131,13,77,9,1.14,
153,117,140,14,77,18,1.1,
148,113,150,13,65,40,0.96,
135,103,146,12,49,66,0.91,
148,113,135,13,32,109,0.91,
153,117,137,13,27,136,0.93,
154,118,138,13,25,147,0.92,
145,111,150,13,26,152,0.9,
145,111,144,12,29,154,0.9,
148,113,140,12,35,146,0.91,
151,116,142,11,44,130,0.97,
160,122,148,11,44,122,0.97,
154,118,150,11,41,123,0.92,
159,121,150,12,38,125,0.91,
164,125,149,12,35,125,0.91,
144,110,143,11,37,100,0.96,
129,98,131,11,33,97,0.77,
124,94,120,11,34,89,0.84,
123,93,113,11,39,80,0.88,
124,94,112,11,48,65,0.93,
125,95,113,10,54,55,0.86,
128,97,115,11,66,43,1,
130,99,116,12,81,31,1.13,
134,102,122,14,76,43,1.19,
133,101,131,15,74,50,1.2,
138,105,138,15,75,55,1.18,
141,108,143,16,60,76,1.11,
134,102,141,15,43,106,0.99,
118,89,119,13,35,124,0.89,
108,81,117,13,32,137,0.85,
99,74,108,13,33,141,0.92,
96,72,107,14,38,137,0.95,
106,80,110,14,48,125,0.96,
108,81,109,13,59,106,0.97,
110,83,116,12,95,60,1.16,
125,95,124,12,107,41,1.23,
128,97,135,12,117,30,1.2,
120,91,137,13,109,36,1.17,
118,89,132,13,106,38,1.14,
115,87,127,12,106,35,1.08,
109,82,119,13,86,52,1,
100,75,108,13,73,59,0.98,
98,73,103,12,71,57,0.91,
95,71,97,11,79,47,0.89,
91,68,93,11,87,36,0.93,
96,72,94,12,105,18,1.02,
101,76,100,13,106,16,1.18,
106,80,109,15,100,26,1.22,
103,77,113,17,82,52,1.08,
95,71,113,16,69,67,1.04,
91,68,107,16,62,82,1.01,
89,66,102,15,55,95,0.94,
86,64,98,13,48,111,0.86,
90,67,96,13,49,114,0.83,
90,67,95,12,47,121,0.82,
89,66,96,11,46,123,0.78,
91,68,99,11,49,118,0.81,
94,70,102,10,69,91,0.9,
106,80,109,10,115,39,1.19,
124,94,126,11,125,25,1.27,
130,99,142,10,126,23,1.3,
131,100,147,10,122,29,1.33,
134,102,146,11,127,18,1.26,
131,100,141,10,120,23,1.12,
134,102,137,10,75,64,0.9,
136,104,135,9,54,75,0.88,
144,110,134,9,51,67,0.88,
146,112,137,9,50,58,0.9,
149,114,141,9,44,57,0.93,
154,118,149,9,51,46,0.97,
156,119,152,10,60,35,1.06,
154,118,150,12,58,44,1.06,
146,112,152,12,47,71,1.01,
133,101,150,12,42,92,0.99,
118,89,138,12,40,106,0.99,
123,93,128,10,31,125,0.86,
89,66,112,10,26,138,0.74,
72,51,94,9,21,143,0.67,
65,42,79,8,20,143,0.64,
61,38,71,8,23,136,0.6,
59,34,68,7,27,128,0.62,
59,36,67,8,35,112,0.67,
62,40,73,8,51,86,0.74,
65,45,79,8,81,50,0.98,
75,55,88,8,93,32,0.99,
79,58,98,8,95,27,1.09,
83,61,104,8,110,12,1.1,
90,67,107,9,102,17,0.98,
86,64,107,8,93,22,0.93,
90,67,102,8,100,16,0.96,
88,65,102,8,92,19,0.97,
89,66,102,8,89,17,0.96,
86,64,99,9,89,14,0.99,
84,62,99,8,90,10,1.07,
88,65,101,12,94,10,1.18,
93,69,111,16,89,20,1.19,
101,76,127,20,74,46,1.19,
98,73,128,19,60,71,1.16,
86,58,122,14,40,101,0.94,
77,49,103,11,29,121,0.78,
66,37,81,9,21,134,0.64,
57,28,63,8,20,138,0.57,
51,24,52,8,23,135,0.53,
48,23,48,8,26,133,0.53,
47,24,47,8,25,135,0.56,
48,30,48,7,51,99,0.72,
59,42,62,8,97,41,1.01,
70,51,85,8,111,28,1.11,
76,56,100,9,119,21,1.22,
81,60,109,10,115,24,1.21,
79,55,108,11,115,17,1.21,
80,56,109,13,115,15,1.19,
82,59,113,15,109,15,1.14,
79,58,107,15,104,14,1.21,
79,58,106,15,103,12,1.23,
79,58,107,16,103,10,1.23,
79,58,106,16,99,9,1.19,
78,57,105,16,94,10,1.21,
83,61,104,18,93,13,1.39,
86,64,106,25,83,30,1.39,
88,65,111,25,68,56,1.31,
80,56,110,20,56,80,1.17,
76,50,102,17,45,102,1,
70,41,90,14,32,126,0.83,
63,35,76,12,23,144,0.68,
56,30,62,11,21,150,0.58,
52,27,54,10,20,153,0.53,
51,25,52,9,30,141,0.53,
50,26,50,9,57,108,0.67,
53,34,55,10,86,67,0.89,
64,46,75,12,108,43,1.12,
79,58,99,14,98,49,1.13,
79,54,107,14,90,52,1.09,
76,55,101,16,84,53,1.02,
80,59,95,18,77,55,0.99,
89,66,97,18,78,45,1.03,
90,67,103,19,80,39,1.04,
95,71,107,19,87,34,1.07,
98,73,107,18,86,24,1.08,
90,67,107,17,91,17,1.09,
93,69,104,18,94,14,1.12,
86,64,106,18,96,10,1.23,
90,67,111,21,97,12,1.47,
86,64,113,23,96,16,1.53,
88,65,124,25,96,22,1.48,
89,66,124,28,99,22,1.53,
86,64,119,25,103,23,1.61,
90,67,122,24,102,25,1.56,
90,67,123,22,97,35,1.56,
88,65,120,21,93,44,1.53,
89,66,125,21,94,48,1.51,
94,70,128,22,98,50,1.47,
94,70,133,23,109,42,1.56,
103,77,139,22,122,29,1.6,
108,81,146,20,125,20,1.61,
113,85,154,18,124,16,1.5,
109,82,154,16,119,15,1.41,
108,81,151,14,111,10,1.34,
105,79,151,14,106,10,1.26,
104,78,142,13,98,13,1.17,
105,79,133,14,95,13,1.12,
104,78,132,13,94,8,1.12,
101,76,129,13,96,7,1.08,
101,76,134,13,92,15,1.08,
102,75,153,12,71,30,1.04,
101,76,152,11,68,30,1.07,
101,76,150,9,60,39,1.11,
107,73,164,9,52,49,1.14,
103,70,155,10,48,59,1.18,
91,68,125,10,44,70,1.17,
91,68,113,10,37,80,1.13,
94,70,104,9,36,84,1.11,
95,71,116,10,33,92,1.1,
94,70,105,9,29,100,1.04,
90,67,105,8,27,101,1.07,
91,68,109,8,27,96,1.05,
81,60,112,7,25,93,1.03,
81,60,109,7,27,91,1.13,
84,62,96,7,30,85,1.23,
85,63,92,7,33,76,1.42,
84,62,110,7,35,68,1.44,
80,58,109,8,38,61,1.32,
74,54,87,8,43,47,1.27,
74,54,84,6,50,27,1.23,
69,50,83,6,48,23,1.23,
65,47,80,7,49,23,1.16,
65,47,77,7,44,26,1.11,
73,53,79,8,47,20,1.2,
74,54,90,8,40,24,1.17,
73,52,95,6,36,25,1.1,
70,49,90,7,36,25,1.07,
68,46,85,7,36,29,1.02,
69,44,87,7,30,44,0.97,
66,44,82,7,26,63,0.95,
63,45,75,7,25,75,0.99,
65,47,73,7,24,94,0.96,
64,46,73,7,22,116,0.93,
64,46,75,7,21,133,0.88,
61,43,72,7,19,146,0.87,
62,36,74,8,21,149,0.84,
62,38,74,8,26,139,0.86,
61,38,71,8,35,118,0.89,
57,40,64,8,53,85,0.99,
61,44,69,8,82,44,1.21,
70,51,89,9,99,24,1.3,
85,63,95,9,101,13,1.46,
86,64,98,10,101,18,1.4,
86,64,100,10,97,11,1.42,
88,65,99,11,94,9,1.4,
84,62,99,11,92,9,1.42,
88,65,99,12,85,9,1.47,
86,64,102,12,79,9,1.47,
91,68,106,13,75,9,1.5,
93,69,113,12,74,8,1.62,
94,70,116,14,68,12,1.78,
95,71,119,18,61,26,1.82,
89,66,120,18,55,45,1.71,
82,57,113,15,49,60,1.49,
75,48,100,14,44,77,1.29,
68,39,86,11,34,98,0.99,
64,31,78,10,28,113,0.74,
59,25,67,9,29,114,0.62,
56,21,61,9,37,108,0.62,
55,22,60,9,58,85,0.68,
59,25,67,9,73,63,0.78,
65,30,80,9,91,41,0.96,
73,36,95,9,96,32,1,
77,41,103,9,98,27,1.06,
80,47,110,11,103,20,1.14,
79,45,107,12,91,30,1.11,
77,45,104,12,71,44,1.01,
74,39,98,10,52,53,0.8,
67,33,84,8,36,66,0.69,
56,27,62,7,47,46,0.68,
49,23,49,7,50,38,0.69,
44,22,44,6,45,44,0.64,
38,20,38,6,40,46,0.64,
33,20,33,6,40,49,0.63,
33,23,33,6,49,39,0.69,
38,22,38,7,50,43,0.76,
38,22,38,7,37,65,0.73,
36,23,36,8,27,83,0.97,
36,24,36,9,26,89,0.81,
37,26,36,12,26,95,1,
50,35,41,11,25,107,1.04,
56,40,48,10,22,120,0.9,
53,37,52,9,19,117,0.78,
53,37,52,9,22,110,0.8,
50,35,49,10,29,101,0.99,
59,42,51,8,38,84,1,
60,43,60,8,40,71,0.89,
60,43,67,8,30,86,0.81,
75,39,99,8,21,99,0.67,
